what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1647251118309
executed,command,org.eclipse.jdt.debug.ui,3.5.2.v20100928a_r362,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1647251125232
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1647251125987
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1647251171890
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1647251178943
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1647251181785
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1647251300891
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1647251304430
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1647251363502
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1647251596347
executed,command,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.edit.text.java.format",1647251669006
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1647251840453
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.cut",1647251898640
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1647251916547
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1647252005223
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1647252050621
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1647252119200
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1647252128747
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1647252332682
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1647252462603
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1647252538046
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1647252771483
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1647252782089
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1647252867226
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1647252871601
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1647253170992
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1647253179440
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1647253235022
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1647253274334
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1647253293048
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1647253301261
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1647253405285
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1647253412256
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1647253419929
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1647253422622
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1647253434121
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1647253436277
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1647253466500
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1647253493266
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1647253496755
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1647253499117
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1647253565758
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1647253565904
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1647253581386
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.cut",1647253622495
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1647253626308
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1647253673471
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1647253678601
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1647253678808
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.cut",1647253711115
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1647253715230
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1647253730283
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1647253733930
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1647253741057
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1647253755547
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1647253929418
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1647254073991
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1647254664015
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1647254723355
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1647254728004
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1647255097164
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1647255101324
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1647255105249
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1647255105468
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1647255661813
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1647255661970
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1647255754849
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1647255754988
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1647255795587
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1647255798168
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1647255805781
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1647255814710
executed,command,org.eclipse.jdt.debug.ui,3.5.2.v20100928a_r362,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1647255825752
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1647255826407
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1647255846353
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1647255861492
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1647255867441
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1647255879587
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1647255920681
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1647255927424
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1647255946136
executed,command,org.eclipse.jdt.debug.ui,3.5.2.v20100928a_r362,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1647255950038
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1647255950379
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1647255959436
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1647255962052
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1647255965003
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1647255968547
no handler,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1647255971715
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1647255975018
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1647255977254
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1647255982601
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1647256152423
executed,command,org.eclipse.jdt.debug.ui,3.5.2.v20100928a_r362,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1647256155644
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1647256156003
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1647256166967
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1647256168632
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1647256169482
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.selectAll",1647256182957
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1647256194590
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1647256197174
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1647256198766
executed,command,org.eclipse.jdt.debug.ui,3.5.2.v20100928a_r362,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1647256202407
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1647256202754
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1647256212808
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1647256242439
executed,command,org.eclipse.jdt.debug.ui,3.5.2.v20100928a_r362,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1647256248172
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1647256248576
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1647256296764
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1647256428261
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1647256438446
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1647256633099
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1647256635896
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1647256688896
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1647256712942
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1647256736052
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1647256740310
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1647256775425
executed,command,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.edit.text.java.format",1647256789165
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1647257018648
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1647257076494
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1647257446131
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1647257452128
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1647257454497
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1647257454716
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1647257600576
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1647257604540
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1647257658436
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1647257658602
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1647257672975
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1647257702662
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1647257808144
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1647257810927
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1647257848619
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1647257878228
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1647257884715
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1647257901939
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1647257904874
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1647257910378
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1647257913443
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1647257963985
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1647257969457
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1647257977306
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1647257986841
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1647258026727
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1647258042613
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1647258046752
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1647258147154
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1647258171820
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1647258172003
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1647258183872
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1647258184035
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1647258231300
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1647258231456
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1647258240108
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1647258249974
executed,command,org.eclipse.jdt.debug.ui,3.5.2.v20100928a_r362,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1647258254392
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1647258254799
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1647258273066
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1647258287585
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1647258396963
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1647258399858
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1647258497895
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1647258551485
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1647258577847
executed,command,org.eclipse.jdt.debug.ui,3.5.2.v20100928a_r362,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1647258627963
