what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1647322325903
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1647322335384
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1647322338342
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1647322343719
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1647322346668
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1647322349253
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1647322360384
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1647322366514
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1647322366570
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1647322366586
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1647322382823
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1647322393890
started,bundle,org.eclipse.jst.jsp.ui,1.1.503.v201101262228,"org.eclipse.jst.jsp.ui",1647322399220
started,bundle,org.eclipse.wst.sse.core,1.1.504.v201102160550,"org.eclipse.wst.sse.core",1647322403825
started,bundle,org.eclipse.jst.jsp.core,1.2.304.v201102160550,"org.eclipse.jst.jsp.core",1647322403839
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1647322404031
executed,command,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.edit.text.java.rename.element",1647322404039
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1647322420215
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1647322422889
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1647322423047
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1647322425152
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1647322437523
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1647322440204
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1647322444835
executed,command,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.edit.text.java.format",1647322452651
executed,command,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.edit.text.java.format",1647322456147
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.saveAll",1647322479013
executed,command,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.edit.text.java.format",1647322480516
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1647322484887
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1647322485110
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1647322492375
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1647323190353
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1647323306116
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1647323312043
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1647323314151
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1647323314372
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1647323385591
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1647323401242
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1647323403180
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1647323404473
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1647323406260
executed,command,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1647323406266
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1647323406266
closed,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1647323406267
closed,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1647323406282
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1647323414459
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1647323485782
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1647323529139
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1647323544794
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1647323551219
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1647323581912
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1647323587827
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1647323634238
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1647323639407
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1647323641153
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1647323641161
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1647323652615
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1647323655257
executed,command,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1647323655264
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1647323655264
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1647323659273
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1647323661340
executed,command,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1647323661346
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1647323661346
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1647323668036
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1647323682295
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1647323691703
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1647323693638
executed,command,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1647323693644
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1647323693644
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1647323703555
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1647323732226
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1647323779627
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1647323785884
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1647323796250
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1647323841370
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1647323925852
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1647323927534
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1647323928832
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1647323930566
executed,command,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1647323930572
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1647323930572
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1647323938412
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1647324040577
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1647324058265
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1647324060031
executed,command,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1647324060039
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1647324060039
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1647324069610
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1647324410094
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1647324413213
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1647324629464
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1647324636780
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1647325033430
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1647325035704
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1647325040268
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1647325058213
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1647325125959
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1647325139592
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1647325141294
executed,command,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1647325141304
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1647325141304
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1647325147640
